pid, gender, rank, rank_s, rank_cj, name, born, nation, category, bweight, snatch1, snatch2, snatch3, snatch, jerk1, jerk2, jerk3, jerk, total, event, date
71, M, 4, 2, 4, JIANG Bin, 15.05.1996, CHN, 81, 78.10, 155, *160, *160, 155, *185, 185, 190, 190, 345, IWF World Cup, 02.2019
72, M, 5, 5, 5, KASAI Takehiro, 12.11.1993, JPN, 81, 80.90, 140, *145, 145, 145, 178, *184, 184, 184, 329, IWF World Cup, 02.2019
73, M, 6, 6, 7, DOVRANOV Muhammet, 09.05.1996, TKM, 81, 81.00, 135, 141, *145, 141, 170, *179, 180, 180, 321, IWF World Cup, 02.2019
74, M, 7, 7, 6, PARK Minho, 25.05.1996, KOR, 81, 80.50, *140, 140, *146, 140, *180, 180, *186, 180, 320, IWF World Cup, 02.2019
75, M, 8, 8, 8, ANNABERDIYEV Rustem, 18.04.1999, TKM, 81, 80.65, 135, 139, *142, 139, 163, 171, *175, 171, 310, IWF World Cup, 02.2019
76, W, 1, 2, 1, KIM Un Ju, 11.11.1989, PRK, 87, 86.30, 107, *112, 112, 112, 146, 151, 154, 154, 266, IWF World Cup, 02.2019
77, W, 2, 1, 2, AO Hui, 20.04.1997, CHN, 87, 85.20, *111, 111, 115, 115, 145, *150, 150, 150, 265, IWF World Cup, 02.2019
78, W, 3, 3, 5, RIOTTO Juliana Rose, 29.07.1998, USA, 87, 86.35, *100, 101, 105, 105, 124, 129, *131, 129, 234, IWF World Cup, 02.2019
79, W, 4, 4, 4, LO YingYuan, 07.05.1996, TPE, 87, 86.70, 95, *99, 99, 99, 120, *128, 130, 130, 229, IWF World Cup, 02.2019
80, W, 5, 5, 6, TORRES WONG Anacarmen, 27.11.1995, MEX, 87, 81.20, 90, 95, 98, 98, 115, 125, 129, 129, 227, IWF World Cup, 02.2019
81, W, , , 3, SANTANA PEGUERO Crismery Dominga, 20.04.1995, DOM, 87, 86.60, *106, *106, *106, , 130, 136, , 136, 0, IWF World Cup, 02.2019
82, M, 1, 1, 1, YU Dongju, 19.08.1993, KOR, 89, 88.75, 150, 160, *167, 160, 190, 200, *205, 200, 360, IWF World Cup, 02.2019
83, M, 1, 1, 1, KLIMONOV Egor, 24.08.1992, RUS, 96, 95.90, 158, 162, 165, 165, 200, 206, 211, 211, 376, IWF World Cup, 02.2019
84, M, 2, 2, 2, TIAN Fuxuan, 16.08.1993, CHN, 96, 95.90, *160, 161, *166, 161, 205, *211, *212, 205, 366, IWF World Cup, 02.2019
85, M, 3, 3, 3, YAMAMOTO Toshiki, 08.09.1991, JPN, 96, 92.60, 150, *160, *160, 150, 190, *201, 201, 201, 351, IWF World Cup, 02.2019
86, M, 1, 1, 1, YANG Zhe, 14.07.1991, CHN, 109, 108.40, 180, 186, 193, 193, 205, 215, , 215, 408, IWF World Cup, 02.2019
87, M, 2, 2, 3, BOCHKOV Rodion, 27.09.1993, RUS, 109, 109.00, 175, 181, *185, 181, 200, , , 200, 381, IWF World Cup, 02.2019
88, M, 3, 3, 2, MOCHIDA Ryunosuke, 18.06.1993, JPN, 109, 108.55, 155, *160, *163, 155, 190, 200, 210, 210, 365, IWF World Cup, 02.2019
89, W, 1, 3, 1, MENG Suping, 17.07.1989, CHN, p87, 121.35, 135, *140, 140, 140, 176, 185, *188, 185, 325, IWF World Cup, 02.2019
90, W, 2, 2, 2, LI Wenwen, 05.03.2000, CHN, p87, 149.10, 135, 142, *146, 142, *175, 175, 182, 182, 324, IWF World Cup, 02.2019
91, W, 3, 1, 3, KASHIRINA Tatiana, 24.01.1991, RUS, p87, 103.10, 135, 140, 145, 145, *175, 175, 178, 178, 323, IWF World Cup, 02.2019
92, W, 4, 4, 4, KIM Kuk Hyang, 20.04.1993, PRK, p87, 98.65, 115, 120, 123, 123, *155, 155, 163, 163, 286, IWF World Cup, 02.2019
93, W, 5, 5, 5, AKMAL Nurul, 12.02.1993, INA, p87, 111.50, 105, 109, 112, 112, *143, 143, *149, 143, 255, IWF World Cup, 02.2019
94, W, 6, 6, 6, SALADIN TOLENTINO Veronica Estela, 21.05.1992, DOM, p87, 131.60, *105, *105, 105, 105, 130, 135, 140, 140, 245, IWF World Cup, 02.2019
95, M, 1, 1, 1, AI Yunan, 21.06.1991, CHN, p109, 151.50, 170, 178, 183, 183, 220, 230, , 230, 413, IWF World Cup, 02.2019
96, M, 2, 2, 2, HAM Sang Il, 25.08.1989, KOR, p109, 141.10, 166, 171, 177, 177, 202, 210, , 210, 387, IWF World Cup, 02.2019
97, M, 3, 3, 4, HSIEH YunTing, 08.08.1999, TPE, p109, 128.85, 165, *175, 175, 175, 191, 201, *215, 201, 376, IWF World Cup, 02.2019
98, M, 4, 4, 3, MANRIQUEZ COLLINS Raul Enrique, 09.04.1997, MEX, p109, 183.50, *155, 155, *165, 155, 195, 202, *215, 202, 357, IWF World Cup, 02.2019
0, W, 1, 1, 1, WILLY Tebora, 04.01.1998, KIR, 45, 44.85, 48, * 51, 52, 52, * 62, 64, 67, 67, 119, 2019 Pacific Games, 07.2019
1, W, 2, 2, 2, TOUA Konio, 25.02.1999, PNG, 45, 44.95, 47, 50, * 53, 50, * 65, 65, * 70, 65, 115, 2019 Pacific Games, 07.2019
2, W, 3, 3, 4, IKA Daniella, 08.01.2004, NRU, 45, 44.50, 30, 35, * 39, 35, * 43, 43, 47, 47, 82, 2019 Pacific Games, 07.2019
3, W, , , 3, CALMA Dayalani Reiko Vida, 24.11.2000, GUM, 45, 44.65, * 47, * 47, * 47, , 58, 60, 63, 63, 0, 2019 Pacific Games, 07.2019
4, W, 1, 1, 1, TOUA Loa Dika, 23.06.1984, PNG, 49, 48.95, 65, 70, 75, 75, 85, 93, 100, 100, 175, 2019 Pacific Games, 07.2019
5, W, 2, 2, 3, CALMA Dalamaya Aiko Vida, 15.05.2002, GUM, 49, 48.55, * 50, 50, 53, 53, 60, 64, * 66, 64, 117, 2019 Pacific Games, 07.2019
6, W, 3, 3, 2, MALA Jaylyn, 06.12.2000, SOL, 49, 47.55, 47, 50, * 53, 50, 57, 63, 65, 65, 115, 2019 Pacific Games, 07.2019
7, W, 1, 1, 1, LIFU Mary Kini, 15.10.1994, SOL, 55, 54.45, 70, 73, * 75, 73, 86, 89, * 92, 89, 162, 2019 Pacific Games, 07.2019
8, M, 1, 1, 1, BRECHTEFELD Elson Edward, 02.03.1994, NRU, 55, 54.70, 88, * 93, 93, 93, 112, 117, 122, 122, 215, 2019 Pacific Games, 07.2019
9, W, 2, 2, 2, SUMAGAYSAY Jacinta Irene Untalan, 12.09.1990, GUM, 55, 55.00, 65, 71, * 74, 71, 88, * 92, * 92, 88, 159, 2019 Pacific Games, 07.2019
10, M, 2, 3, 2, NAUARI Gahuna Ian, 05.08.2002, PNG, 55, 54.65, * 80, 80, * 85, 80, *101, 101, 108, 108, 188, 2019 Pacific Games, 07.2019
11, W, 3, 3, 3, BISAFO Elizabeth Selwyn, 15.07.1997, SOL, 55, 54.15, 65, 69, * 72, 69, * 83, 83, * 86, 83, 152, 2019 Pacific Games, 07.2019
12, M, 3, 2, 4, SHADRACK Walter, 06.10.2000, SOL, 55, 54.75, 80, * 85, * 85, 80, 100, 105, *109, 105, 185, 2019 Pacific Games, 07.2019
13, W, 4, 4, 4, DIPAYEN Barbara, 16.01.1978, NCL, 55, 53.55, 47, 49, 50, 50, 58, * 60, 60, 60, 110, 2019 Pacific Games, 07.2019
14, M, 4, 4, 3, SINAKA Scofield Goava, 21.01.1998, PNG, 55, 53.90, 75, * 78, * 78, 75, *101, 101, 108, 108, 183, 2019 Pacific Games, 07.2019
15, M, 5, 5, 5, RIKLON Mike Enricel, 11.11.2000, MHL, 55, 50.30, * 68, 72, 75, 75, * 90, 93, *100, 93, 168, 2019 Pacific Games, 07.2019
16, M, , , 6, ERATI Kaimauri, 13.06.2004, KIR, 55, 53.80, * 60, * 60, * 60, , 70, 75, * 83, 75, 0, 2019 Pacific Games, 07.2019
17, W, 1, 1, 1, YAMASAKI Erika Yuriko Iris, 02.09.1987, AUS, 59, 58.80, 80, * 83, * 83, 80, 97, 100, 103, 103, 183, 2019 Pacific Games, 07.2019
18, W, 2, 2, 2, WINI Jenly Tegu, 09.06.1983, SOL, 59, 58.25, 75, 79, * 82, 79, 99, *102, 102, 102, 181, 2019 Pacific Games, 07.2019
19, W, 3, 3, 3, LEE Seen, 15.11.1982, AUS, 59, 58.55, 74, 78, * 80, 78, 90, 95, 101, 101, 179, 2019 Pacific Games, 07.2019
20, W, 4, 4, 5, ISAIA Sekolasitika, 11.07.2000, SAM, 59, 57.65, 65, 69, 71, 71, 85, 89, 91, 91, 162, 2019 Pacific Games, 07.2019
21, W, 5, 6, 4, UEPA Bernada, 07.07.2000, NRU, 59, 58.85, * 65, 65, 68, 68, 82, 87, 92, 92, 160, 2019 Pacific Games, 07.2019
22, W, 6, 5, 6, CALMA Dayanara Kaiko Vida, 13.02.1996, GUM, 59, 58.30, 65, * 68, 70, 70, 85, * 88, * 91, 85, 155, 2019 Pacific Games, 07.2019
23, W, 7, 8, 7, KATO Lusiana Tabusali, 26.02.1996, FIJ, 59, 57.90, * 62, 62, * 66, 62, 76, 78, 81, 81, 143, 2019 Pacific Games, 07.2019
24, W, 8, 7, 9, WANEASI Betty, 15.07.2002, SOL, 59, 58.10, 57, 62, * 65, 62, 72, 76, * 78, 76, 138, 2019 Pacific Games, 07.2019
25, W, 9, 9, 8, MEKULA Adi Wini, 17.07.2002, FIJ, 59, 57.95, 58, * 60, 60, 60, 73, 77, * 79, 77, 137, 2019 Pacific Games, 07.2019
26, M, 1, 1, 1, BARU Morea, 15.04.1990, PNG, 61, 61.00, 115, 120, 124, 124, 150, 160, *164, 160, 284, 2019 Pacific Games, 07.2019
27, M, 2, 2, 2, RAMOHAKA Brown Chester, 02.02.1988, SOL, 61, 60.45, 95, 99, *103, 99, *127, *127, 127, 127, 226, 2019 Pacific Games, 07.2019
28, M, 3, 3, 3, TAFI John, 10.03.2002, SAM, 61, 60.55, 85, 90, 95, 95, *115, *115, 115, 115, 210, 2019 Pacific Games, 07.2019
29, M, 4, 4, 4, IEETE Tatake, 11.09.2000, KIR, 61, 59.50, 75, 80, 85, 85, 88, 93, 102, 102, 187, 2019 Pacific Games, 07.2019
30, M, 5, 5, 5, TEYSSIER Kilian Ananke, 11.10.2001, NCL, 61, 59.90, 67, 70, 74, 74, 87, 92, 95, 95, 169, 2019 Pacific Games, 07.2019
31, M, 6, 6, 6, GIOURA Chrisman, 24.12.2002, NRU, 61, 59.55, 67, * 71, * 71, 67, * 85, 85, 89, 89, 156, 2019 Pacific Games, 07.2019
32, W, 1, 1, 1, ELLIOTT Kiana Rose, 27.07.1997, AUS, 64, 63.55, 93, 97, 99, 99, 110, 114, *116, 114, 213, 2019 Pacific Games, 07.2019
33, W, 2, 2, 3, COCHRANE Sarah Maureen, 23.09.1989, AUS, 64, 63.05, 88, 92, * 96, 92, 108, *112, 112, 112, 204, 2019 Pacific Games, 07.2019
34, W, 3, 3, 2, SIGNAL Megan Ann, 17.02.1990, NZL, 64, 63.40, * 88, 89, * 92, 89, 111, 114, *116, 114, 203, 2019 Pacific Games, 07.2019
35, W, 4, 4, 4, ABOUKE Nancy Genzel, 05.07.2003, NRU, 64, 63.30, 80, * 86, * 86, 80, 105, 110, *113, 110, 190, 2019 Pacific Games, 07.2019
36, W, 5, 5, 5, JOHNS Rebecca Audrey, 19.03.2003, FIJ, 64, 62.75, 65, 68, 71, 71, 82, * 86, * 86, 82, 153, 2019 Pacific Games, 07.2019
37, W, 6, 6, 8, ALMAZAN Armie, 23.12.1986, GUM, 64, 63.15, 65, 68, * 71, 68, 75, * 80, * 80, 75, 143, 2019 Pacific Games, 07.2019
38, W, 7, 7, 7, SIFI Lalmah, 28.02.1997, SOL, 64, 62.45, 63, * 67, * 67, 63, 75, 78, * 81, 78, 141, 2019 Pacific Games, 07.2019
39, W, 8, 8, 6, BEEBE Rolin, 31.05.2000, KIR, 64, 63.70, 55, 60, * 66, 60, 74, 79, * 85, 79, 139, 2019 Pacific Games, 07.2019
40, M, 1, 1, 1, IOANE Vaipava Nevo, 14.04.1988, SAM, 67, 66.45, 123, 125, *126, 125, 161, 164, *166, 164, 289, 2019 Pacific Games, 07.2019
41, M, 2, 2, 2, KATOATAU Ruben, 09.02.1997, KIR, 67, 66.85, 122, *124, *124, 122, 160, *165, *165, 160, 282, 2019 Pacific Games, 07.2019
42, M, 3, 3, 3, MOSES Ezekiel, 02.07.2001, NRU, 67, 67.00, 110, 115, *120, 115, 145, *152, *152, 145, 260, 2019 Pacific Games, 07.2019
43, M, 4, 4, 4, SCOTTY Brocka, 25.07.1999, NRU, 67, 66.55, 100, 105, 107, 107, 127, 131, *135, 131, 238, 2019 Pacific Games, 07.2019
44, M, 5, 6, 5, DONGA Stan Eddie, 09.08.1998, SOL, 67, 66.25, 95, 97, 101, 101, 125, 127, *130, 127, 228, 2019 Pacific Games, 07.2019
45, M, 6, 7, 6, NASILA Samuela, 03.06.1999, FIJ, 67, 66.30, 77, 84, 88, 88, 100, 105, 110, 110, 198, 2019 Pacific Games, 07.2019
46, M, 7, 8, 7, QALO Waisea, 24.10.1993, FIJ, 67, 66.00, 70, 75, 80, 80, 95, 101, 105, 105, 185, 2019 Pacific Games, 07.2019
47, M, 8, 9, 8, MALTUNGTUNG Esmen, 03.07.1996, VAN, 67, 66.55, 50, * 55, 55, 55, 70, 75, * 78, 75, 130, 2019 Pacific Games, 07.2019
48, M, , 5, , RAOBU Manuila, 18.09.2000, TUV, 67, 65.70, 101, *106, 106, 106, *126, *126, *126, , 0, 2019 Pacific Games, 07.2019
49, W, 1, 2, 1, UEPA Maximina, 22.09.2002, NRU, 71, 68.20, 81, 85, 86, 86, *105, 105, *110, 105, 191, 2019 Pacific Games, 07.2019
50, W, 2, 4, 2, BAKAEKIRI Tiiau, 28.03.1997, KIR, 71, 70.45, 75, * 78, 78, 78, 96, 101, *106, 101, 179, 2019 Pacific Games, 07.2019
51, W, 3, 3, 3, AKO Sandra, 03.03.1994, PNG, 71, 70.85, 70, 75, 80, 80, 93, 98, *103, 98, 178, 2019 Pacific Games, 07.2019
52, W, 4, 5, 4, JIM Saofaialo, 08.06.2000, SAM, 71, 65.40, 66, * 70, * 70, 66, 85, * 90, 90, 90, 156, 2019 Pacific Games, 07.2019
53, W, , 1, , GORINCU Ebony, 23.08.1989, AUS, 71, 70.65, 87, 91, * 94, 91, *110, *110, *110, , 0, 2019 Pacific Games, 07.2019
54, M, 1, 2, 1, WAKELING Brandon Dean, 02.02.1994, AUS, 73, 72.70, 118, 123, *127, 123, 157, 162, 167, 167, 290, 2019 Pacific Games, 07.2019
55, M, 2, 1, 2, TABAROUA Taretiita Baraniko, 29.11.1994, KIR, 73, 72.95, 120, 124, *127, 124, 158, *163, *163, 158, 282, 2019 Pacific Games, 07.2019
56, M, 3, 4, 3, DOGUAPE Larko, 05.07.2000, NRU, 73, 72.45, *120, *120, 120, 120, *145, 145, 150, 150, 270, 2019 Pacific Games, 07.2019
57, M, 4, 3, 4, ALIKLIK Ika, 16.09.1985, NRU, 73, 72.35, 115, *121, 121, 121, 140, *146, 146, 146, 267, 2019 Pacific Games, 07.2019
58, M, 5, 5, 5, RALPHO Joshua, 26.12.2001, MHL, 73, 72.45, 100, *105, 105, 105, 130, 135, 140, 140, 245, 2019 Pacific Games, 07.2019
59, M, 6, 6, 7, DAVIS Kaia, 28.03.2004, NIU, 73, 71.30, 72, 75, 80, 80, 98, 105, *110, 105, 185, 2019 Pacific Games, 07.2019
60, M, 7, 7, 8, WOTLELEN Robinson, 05.09.1995, VAN, 73, 72.65, 65, 70, 73, 73, 82, 87, * 92, 87, 160, 2019 Pacific Games, 07.2019
61, M, 8, 8, 9, KWANPIKEN Samson, 25.10.1985, VAN, 73, 72.45, * 60, * 60, 60, 60, 80, 85, * 90, 85, 145, 2019 Pacific Games, 07.2019
62, M, , , 6, BAUTISTA David, 07.11.1989, GUM, 73, 72.35, *105, *105, *105, , 130, 135, *140, 135, 0, 2019 Pacific Games, 07.2019
63, W, 1, 1, 1, ANDREWSNAHU Kanah Shenelle, 18.01.2001, NZL, 76, 75.25, 90, 94, *100, 94, 110, *112, 112, 112, 206, 2019 Pacific Games, 07.2019
64, W, 2, 2, 3, ROGERS Bailey Morgan, 16.03.1991, NZL, 76, 74.85, 87, 90, 92, 92, 106, *109, 110, 110, 202, 2019 Pacific Games, 07.2019
65, W, 3, 3, 2, DAVIES Stephanie Lisa, 18.05.1989, AUS, 76, 72.20, * 82, 82, 85, 85, 104, 109, 111, 111, 196, 2019 Pacific Games, 07.2019
66, W, 4, 4, 4, MAU Jaquilla, 23.02.2003, NRU, 76, 74.75, 67, 70, 73, 73, 90, 95, *100, 95, 168, 2019 Pacific Games, 07.2019
67, W, 5, 5, 5, NAREWI Taobuti, 12.05.1998, KIR, 76, 73.75, * 50, 50, 55, 55, 66, 70, * 73, 70, 125, 2019 Pacific Games, 07.2019
68, W, 1, 1, 1, SIVE PETELO Leotina Kolotita, 18.07.2001, SAM, 81, 78.80, 85, 89, * 92, 89, 105, 110, *114, 110, 199, 2019 Pacific Games, 07.2019
69, M, 1, 2, 1, MCTAGGART Cameron David, 30.09.1997, NZL, 81, 80.75, 133, 137, *141, 137, 160, 164, 168, 168, 305, 2019 Pacific Games, 07.2019
70, W, 2, 3, 2, IGO Noi Bernadette, 15.07.1998, PNG, 81, 79.25, 70, * 75, * 75, 70, 89, 94, *100, 94, 164, 2019 Pacific Games, 07.2019
71, M, 2, 1, 3, HITILA OPELOGE Jack, 21.08.2000, SAM, 81, 80.35, 126, 131, 138, 138, *160, *160, 160, 160, 298, 2019 Pacific Games, 07.2019
72, W, 3, 2, 3, UEPA Ariana, 04.11.1999, NRU, 81, 78.35, 68, 71, * 74, 71, 87, 91, * 95, 91, 162, 2019 Pacific Games, 07.2019
73, M, 3, 3, 2, BOB Kabuati Silas, 19.10.1994, MHL, 81, 80.30, 120, 125, 128, 128, 160, *165, *168, 160, 288, 2019 Pacific Games, 07.2019
74, W, 4, 4, 4, MCDONALD Mata Noko, 26.03.2000, COK, 81, 80.35, 64, * 67, 67, 67, 88, * 93, * 93, 88, 155, 2019 Pacific Games, 07.2019
75, M, 4, 5, 4, KAITI Titara, 05.02.1998, KIR, 81, 80.15, 120, *125, 125, 125, 155, *160, *161, 155, 280, 2019 Pacific Games, 07.2019
76, W, 5, 5, 5, AGIR JLa Jojay, 11.02.2003, NRU, 81, 76.65, * 66, 66, * 69, 66, 83, 87, * 90, 87, 153, 2019 Pacific Games, 07.2019
77, M, 5, 4, 5, LAPUA Lapua Tuau, 15.04.1991, TUV, 81, 79.25, 116, 121, 126, 126, 143, 150, 153, 153, 279, 2019 Pacific Games, 07.2019
78, W, 6, 6, 6, VUSONITOKALAU Merewalesi, 09.06.1999, FIJ, 81, 79.75, * 60, 60, * 65, 60, 80, * 85, * 85, 80, 140, 2019 Pacific Games, 07.2019
79, M, 6, 6, 6, VEIDREYAKI Patrick Tawake, 05.11.1989, FIJ, 81, 79.90, 110, 114, 117, 117, 145, 151, *160, 151, 268, 2019 Pacific Games, 07.2019
80, M, 7, 8, 7, DETUDAMO Uea, 16.12.1999, NRU, 81, 73.25, 110, 115, *118, 115, 137, 142, 146, 146, 261, 2019 Pacific Games, 07.2019
81, M, 8, 9, 8, MENKE Petrillo, 16.07.1998, NRU, 81, 78.10, 95, *100, 100, 100, 135, 140, 145, 145, 245, 2019 Pacific Games, 07.2019
82, M, 9, 10, 9, SARU Anthony, 18.07.1994, SOL, 81, 78.30, 95, *100, 100, 100, 125, 127, 130, 130, 230, 2019 Pacific Games, 07.2019
83, W, , , 7, TAEKITI Tiibeti, 13.11.1997, KIR, 81, 77.45, * 65, * 68, * 68, , * 75, 75, * 80, 75, 0, 2019 Pacific Games, 07.2019
84, M, , 7, , UDIA Toua, 07.12.1992, PNG, 81, 81.00, *116, 116, *121, 116, *151, *151, *151, , 0, 2019 Pacific Games, 07.2019
85, W, 1, 1, 1, FASSINA Kaitlyn Jade Judges, 17.07.1990, AUS, 87, 86.65, * 96, 96, 101, 101, 113, 119, *122, 119, 220, 2019 Pacific Games, 07.2019
86, W, 2, 3, 2, HARRY Lorraine Henao, 20.02.1996, PNG, 87, 84.45, 80, 85, * 89, 85, 107, *112, *112, 107, 192, 2019 Pacific Games, 07.2019
87, W, 3, 4, 5, KAUA Tiaterenga, 15.04.1995, KIR, 87, 84.55, 70, 75, * 81, 75, * 90, * 90, 90, 90, 165, 2019 Pacific Games, 07.2019
88, W, 4, 5, 4, PEREIRA Loto, 03.07.2000, SAM, 87, 81.90, 65, 70, 73, 73, 85, 90, * 94, 90, 163, 2019 Pacific Games, 07.2019
89, W, 5, 6, 3, DETENAMO Roviel, 16.09.2003, NRU, 87, 86.20, * 70, * 70, 70, 70, * 88, 88, 93, 93, 163, 2019 Pacific Games, 07.2019
90, W, , 2, , WHITING Hayley, 18.01.1993, NZL, 87, 84.35, 86, 90, 94, 94, *108, *108, *108, , 0, 2019 Pacific Games, 07.2019
91, M, 1, 1, 1, OPELOGE Don, 13.05.1999, SAM, 89, 88.05, 145, *151, *157, 145, *185, 185, 193, 193, 338, 2019 Pacific Games, 07.2019
92, M, 2, 2, 2, ELESIN Boris, 02.09.1995, AUS, 89, 87.85, 134, 138, 142, 142, 152, 163, 166, 166, 308, 2019 Pacific Games, 07.2019
93, M, 3, 3, 3, GREGSON Joel Stephen, 01.03.1993, AUS, 89, 88.15, 121, 126, *131, 126, 149, 162, *165, 162, 288, 2019 Pacific Games, 07.2019
94, M, 4, 4, 6, VAKURUIVALU Timothy Victor Tuitoga, 16.09.1999, FIJ, 89, 87.05, 111, 115, 120, 120, 138, *143, *143, 138, 258, 2019 Pacific Games, 07.2019
95, M, 5, 5, 5, COOK Marcincy, 16.04.2002, NRU, 89, 89.00, *106, 106, 110, 110, 133, 137, 141, 141, 251, 2019 Pacific Games, 07.2019
96, M, 6, 6, 4, UMATA Amimiasi Tubuna Abariga, 26.10.1993, FIJ, 89, 88.50, 90, 95, 102, 102, 134, 138, 142, 142, 244, 2019 Pacific Games, 07.2019
97, M, 1, 2, 1, KARI Steven Kukuna, 13.05.1993, PNG, 96, 95.21, 145, 152, 156, 156, 198, *210, *210, 198, 354, 2019 Pacific Games, 07.2019
98, M, 2, 1, 2, KAIKILIKOFE Israel Setino, 19.11.1997, WLF, 96, 92.08, 153, 157, 161, 161, 183, 192, *195, 192, 353, 2019 Pacific Games, 07.2019
99, M, 3, 3, 3, NANAI LIVI Maeu, 29.01.1999, SAM, 96, 92.99, *146, 146, 154, 154, *174, 174, 181, 181, 335, 2019 Pacific Games, 07.2019
100, M, 4, 4, 4, BARREDO Ridge Nathan Richard, 06.10.1995, AUS, 96, 94.78, 135, 139, *144, 139, 175, *182, *182, 175, 314, 2019 Pacific Games, 07.2019
101, M, 5, 5, 5, BERU Karianako, 18.09.1998, KIR, 96, 93.05, 110, *115, 115, 115, 140, 145, *152, 145, 260, 2019 Pacific Games, 07.2019
102, M, 6, 6, 6, SCOTTY Freedom, 21.10.1997, NRU, 96, 94.66, 100, *110, 110, 110, *135, 135, 140, 140, 250, 2019 Pacific Games, 07.2019
103, M, 1, 2, 1, KATOATAU David, 17.07.1984, KIR, 102, 100.99, 138, *142, 142, 142, 196, *201, , 196, 338, 2019 Pacific Games, 07.2019
104, M, 2, 3, 2, LAUTUSI Petelo, 28.06.1996, SAM, 102, 100.55, 130, 140, *143, 140, 160, 170, *176, 170, 310, 2019 Pacific Games, 07.2019
105, M, , 1, , OPELOGE Petunu, 27.06.1994, SAM, 102, 100.74, 144, 150, , 150, *195, *195, *195, , 0, 2019 Pacific Games, 07.2019
106, M, 1, 1, 1, MAO Sanele, 09.09.1985, SAM, 109, 106.23, *150, 150, 160, 160, 196, *205, 206, 206, 366, 2019 Pacific Games, 07.2019
107, M, 2, 4, 2, JUNGBLUT Tanumafili Malietoa, 10.06.1990, ASA, 109, 108.35, *140, *142, 142, 142, 190, 194, *197, 194, 336, 2019 Pacific Games, 07.2019
108, M, 3, 5, 3, ROBERTSYOUNG Jackson George, 15.08.1996, AUS, 109, 107.41, 137, *141, 141, 141, 181, 189, 192, 192, 333, 2019 Pacific Games, 07.2019
109, M, 4, 2, 6, LYDEMENT Matthew Ryan, 15.01.1994, AUS, 109, 107.31, 151, 156, *161, 156, 175, *181, *182, 175, 331, 2019 Pacific Games, 07.2019
110, M, 5, 3, 4, POMELILE Sio Talakai, 10.10.1993, TGA, 109, 108.49, 140, *143, 143, 143, *185, 185, *190, 185, 328, 2019 Pacific Games, 07.2019
111, M, 6, 6, 5, BARAKAUSKAS Andrius Julius, 03.06.1992, NZL, 109, 108.02, *140, *140, 140, 140, 170, 176, *182, 176, 316, 2019 Pacific Games, 07.2019
112, W, 1, 1, 2, HUBBARD Laurel, 09.02.1978, NZL, p87, 138.17, 112, 118, 125, 125, 133, 143, *148, 143, 268, 2019 Pacific Games, 07.2019
113, W, 2, 2, 3, STOWERS Feagaiga, 17.11.2000, SAM, p87, 117.97, 113, 119, *126, 119, 142, *147, *150, 142, 261, 2019 Pacific Games, 07.2019
114, W, 3, 4, 1, SIPAIA Iuniarra, 25.06.1993, SAM, p87, 129.83, 103, 104, 108, 108, 142, *147, 147, 147, 255, 2019 Pacific Games, 07.2019
115, W, 4, 3, 4, AMOE TARRANT Charisma, 26.05.1999, AUS, p87, 131.80, 100, 105, 109, 109, 137, *143, *144, 137, 246, 2019 Pacific Games, 07.2019
116, W, 5, 6, 5, MWAREOW Mamuel, 31.10.2002, NRU, p87, 98.25, 80, * 85, * 85, 80, 105, 111, *115, 111, 191, 2019 Pacific Games, 07.2019
117, W, 6, 7, 6, SEIPUA Helen Anastasia, 21.07.2002, FIJ, p87, 126.20, 55, 60, 65, 65, 80, 85, * 90, 85, 150, 2019 Pacific Games, 07.2019
118, W, , 5, , MANUMUA Kuinini Juanita Mechteld, 12.12.2000, TGA, p87, 110.24, 94, 98, *101, 98, *111, *111, *111, , 0, 2019 Pacific Games, 07.2019
119, M, 1, 3, 1, TUITUPOU Aisake, 01.09.1994, TGA, p109, 153.46, 140, *145, *150, 140, 190, *195, *200, 190, 330, 2019 Pacific Games, 07.2019
120, M, 2, 4, 2, FAAMAUSILIFALA Malachi David, 08.08.2001, SAM, p109, 132.93, 122, 127, 131, 131, 150, *160, *160, 150, 281, 2019 Pacific Games, 07.2019
121, M, , 1, , LUI Lauititi, 04.12.1995, SAM, p109, 139.00, 174, 178, *180, 178, *205, *205, *205, , 0, 2019 Pacific Games, 07.2019
122, M, , 2, , LITI David Andrew, 11.07.1996, NZL, p109, 168.00, 173, 177, *180, 177, *220, *220, *220, , 0, 2019 Pacific Games, 07.2019
0, w, 1, 1, 1, SUZUKI Rira, 06.09.1998, JPN, 45, 44.95, 68, 71, *74, 71, 92, *95, *98, 92, 163, Cup of the Blue Swords, 08.2019
1, w, 1, 1, 2, WRIGHT Sarah Elizabeth, 04.02.1992, USA, 49, 48.45, 72, *75, *75, 72, *91, 91, *96, 91, 163, Cup of the Blue Swords, 08.2019
2, w, 2, 2, 1, PIPILIARIDOU Maria, 30.09.1986, GRE, 49, 48.95, 68, 71, *72, 71, *91, 91, *95, 91, 162, Cup of the Blue Swords, 08.2019
3, w, 3, 3, 3, YANAGIDA Mizuki, 05.09.1992, JPN, 49, 48.95, 66, 68, 70, 70, 85, *91, 91, 91, 161, Cup of the Blue Swords, 08.2019
4, w, 4, 4, 4, ANDO Chisuzu, 17.01.2001, JPN, 49, 48.80, 66, *68, *68, 66, 80, 83, *86, 83, 149, Cup of the Blue Swords, 08.2019
